Time_Index,Methanol_Demand_Tons_MA,Methanol_Demand_Tons_CT,Methanol_Demand_Tons_ME
214,70.3602,36.6151,14.3398
215,70.3602,36.6151,14.3398
216,70.3602,36.6151,14.3398
217,70.3602,36.6151,14.3398
218,70.3602,36.6151,14.3398
219,70.3602,36.6151,14.3398
220,70.3602,36.6151,14.3398
221,70.3602,36.6151,14.3398
222,70.3602,36.6151,14.3398
223,70.3602,36.6151,14.3398
224,70.3602,36.6151,14.3398
225,70.3602,36.6151,14.3398
226,70.3602,36.6151,14.3398
227,70.3602,36.6151,14.3398
228,70.3602,36.6151,14.3398
229,70.3602,36.6151,14.3398
230,70.3602,36.6151,14.3398
231,70.3602,36.6151,14.3398
232,70.3602,36.6151,14.3398
233,70.3602,36.6151,14.3398
234,70.3602,36.6151,14.3398
235,70.3602,36.6151,14.3398
236,70.3602,36.6151,14.3398
237,70.3602,36.6151,14.3398
238,70.3602,36.6151,14.3398
239,70.3602,36.6151,14.3398
240,70.3602,36.6151,14.3398
241,70.3602,36.6151,14.3398
242,70.3602,36.6151,14.3398
243,70.3602,36.6151,14.3398
244,70.3602,36.6151,14.3398
245,70.3602,36.6151,14.3398
246,70.3602,36.6151,14.3398
247,70.3602,36.6151,14.3398
248,70.3602,36.6151,14.3398
249,70.3602,36.6151,14.3398
250,70.3602,36.6151,14.3398
251,70.3602,36.6151,14.3398
252,70.3602,36.6151,14.3398
253,70.3602,36.6151,14.3398
254,70.3602,36.6151,14.3398
255,70.3602,36.6151,14.3398
256,70.3602,36.6151,14.3398
257,70.3602,36.6151,14.3398
258,70.3602,36.6151,14.3398
259,70.3602,36.6151,14.3398
260,70.3602,36.6151,14.3398
261,70.3602,36.6151,14.3398
262,70.3602,36.6151,14.3398
263,70.3602,36.6151,14.3398
264,70.3602,36.6151,14.3398
265,70.3602,36.6151,14.3398
266,70.3602,36.6151,14.3398
267,70.3602,36.6151,14.3398
268,70.3602,36.6151,14.3398
269,70.3602,36.6151,14.3398
270,70.3602,36.6151,14.3398
271,70.3602,36.6151,14.3398
272,70.3602,36.6151,14.3398
273,70.3602,36.6151,14.3398
274,70.3602,36.6151,14.3398
275,70.3602,36.6151,14.3398
276,70.3602,36.6151,14.3398
277,70.3602,36.6151,14.3398
278,70.3602,36.6151,14.3398
279,70.3602,36.6151,14.3398
280,70.3602,36.6151,14.3398
281,70.3602,36.6151,14.3398
282,70.3602,36.6151,14.3398
283,70.3602,36.6151,14.3398
284,70.3602,36.6151,14.3398
285,70.3602,36.6151,14.3398
286,70.3602,36.6151,14.3398
287,70.3602,36.6151,14.3398
288,70.3602,36.6151,14.3398
289,70.3602,36.6151,14.3398
290,70.3602,36.6151,14.3398
291,70.3602,36.6151,14.3398
292,70.3602,36.6151,14.3398
293,70.3602,36.6151,14.3398
294,70.3602,36.6151,14.3398
295,70.3602,36.6151,14.3398
296,70.3602,36.6151,14.3398
297,70.3602,36.6151,14.3398
298,70.3602,36.6151,14.3398
299,70.3602,36.6151,14.3398
300,70.3602,36.6151,14.3398
301,70.3602,36.6151,14.3398
302,70.3602,36.6151,14.3398
303,70.3602,36.6151,14.3398
304,70.3602,36.6151,14.3398
305,70.3602,36.6151,14.3398
306,70.3602,36.6151,14.3398
307,70.3602,36.6151,14.3398
308,70.3602,36.6151,14.3398
309,70.3602,36.6151,14.3398
310,70.3602,36.6151,14.3398
311,70.3602,36.6151,14.3398
312,70.3602,36.6151,14.3398
313,70.3602,36.6151,14.3398
314,70.3602,36.6151,14.3398
315,70.3602,36.6151,14.3398
316,70.3602,36.6151,14.3398
317,70.3602,36.6151,14.3398
318,70.3602,36.6151,14.3398
319,70.3602,36.6151,14.3398
320,70.3602,36.6151,14.3398
321,70.3602,36.6151,14.3398
322,70.3602,36.6151,14.3398
323,70.3602,36.6151,14.3398
324,70.3602,36.6151,14.3398
325,70.3602,36.6151,14.3398
326,70.3602,36.6151,14.3398
327,70.3602,36.6151,14.3398
328,70.3602,36.6151,14.3398
329,70.3602,36.6151,14.3398
330,70.3602,36.6151,14.3398
331,70.3602,36.6151,14.3398
332,70.3602,36.6151,14.3398
333,70.3602,36.6151,14.3398
334,70.3602,36.6151,14.3398
335,70.3602,36.6151,14.3398
336,70.3602,36.6151,14.3398
337,70.3602,36.6151,14.3398
338,70.3602,36.6151,14.3398
339,70.3602,36.6151,14.3398
340,70.3602,36.6151,14.3398
341,70.3602,36.6151,14.3398
342,70.3602,36.6151,14.3398
343,70.3602,36.6151,14.3398
344,70.3602,36.6151,14.3398
345,70.3602,36.6151,14.3398
346,70.3602,36.6151,14.3398
347,70.3602,36.6151,14.3398
348,70.3602,36.6151,14.3398
349,70.3602,36.6151,14.3398
350,70.3602,36.6151,14.3398
351,70.3602,36.6151,14.3398
352,70.3602,36.6151,14.3398
353,70.3602,36.6151,14.3398
354,70.3602,36.6151,14.3398
355,70.3602,36.6151,14.3398
356,70.3602,36.6151,14.3398
357,70.3602,36.6151,14.3398
358,70.3602,36.6151,14.3398
359,70.3602,36.6151,14.3398
360,70.3602,36.6151,14.3398
361,70.3602,36.6151,14.3398
362,70.3602,36.6151,14.3398
363,70.3602,36.6151,14.3398
364,70.3602,36.6151,14.3398
365,70.3602,36.6151,14.3398
366,70.3602,36.6151,14.3398
367,70.3602,36.6151,14.3398
368,70.3602,36.6151,14.3398
369,70.3602,36.6151,14.3398
370,70.3602,36.6151,14.3398
371,70.3602,36.6151,14.3398
372,70.3602,36.6151,14.3398
373,70.3602,36.6151,14.3398
374,70.3602,36.6151,14.3398
375,70.3602,36.6151,14.3398
376,70.3602,36.6151,14.3398
377,70.3602,36.6151,14.3398
378,70.3602,36.6151,14.3398
379,70.3602,36.6151,14.3398
380,70.3602,36.6151,14.3398
381,70.3602,36.6151,14.3398
382,70.3602,36.6151,14.3398
383,70.3602,36.6151,14.3398
384,70.3602,36.6151,14.3398
385,70.3602,36.6151,14.3398
386,70.3602,36.6151,14.3398
387,70.3602,36.6151,14.3398
388,70.3602,36.6151,14.3398
389,70.3602,36.6151,14.3398
390,70.3602,36.6151,14.3398
391,70.3602,36.6151,14.3398
392,70.3602,36.6151,14.3398
393,70.3602,36.6151,14.3398
394,70.3602,36.6151,14.3398
395,70.3602,36.6151,14.3398
396,70.3602,36.6151,14.3398
397,70.3602,36.6151,14.3398
398,70.3602,36.6151,14.3398
399,70.3602,36.6151,14.3398
400,70.3602,36.6151,14.3398
401,70.3602,36.6151,14.3398
402,70.3602,36.6151,14.3398
403,70.3602,36.6151,14.3398
404,70.3602,36.6151,14.3398
405,70.3602,36.6151,14.3398
406,70.3602,36.6151,14.3398
407,70.3602,36.6151,14.3398
408,70.3602,36.6151,14.3398
409,70.3602,36.6151,14.3398
410,70.3602,36.6151,14.3398
411,70.3602,36.6151,14.3398
412,70.3602,36.6151,14.3398
413,70.3602,36.6151,14.3398
414,70.3602,36.6151,14.3398
415,70.3602,36.6151,14.3398
416,70.3602,36.6151,14.3398
417,70.3602,36.6151,14.3398
418,70.3602,36.6151,14.3398
419,70.3602,36.6151,14.3398
420,70.3602,36.6151,14.3398
421,70.3602,36.6151,14.3398
422,70.3602,36.6151,14.3398
423,70.3602,36.6151,14.3398
424,70.3602,36.6151,14.3398
425,70.3602,36.6151,14.3398
426,70.3602,36.6151,14.3398
427,70.3602,36.6151,14.3398
428,70.3602,36.6151,14.3398
429,70.3602,36.6151,14.3398
430,70.3602,36.6151,14.3398
431,70.3602,36.6151,14.3398
432,70.3602,36.6151,14.3398
433,70.3602,36.6151,14.3398
434,70.3602,36.6151,14.3398
435,70.3602,36.6151,14.3398
436,70.3602,36.6151,14.3398
437,70.3602,36.6151,14.3398
438,70.3602,36.6151,14.3398
439,70.3602,36.6151,14.3398
440,70.3602,36.6151,14.3398
441,70.3602,36.6151,14.3398
442,70.3602,36.6151,14.3398
443,70.3602,36.6151,14.3398
444,70.3602,36.6151,14.3398
445,70.3602,36.6151,14.3398
446,70.3602,36.6151,14.3398
447,70.3602,36.6151,14.3398
448,70.3602,36.6151,14.3398
449,70.3602,36.6151,14.3398
450,70.3602,36.6151,14.3398
451,70.3602,36.6151,14.3398
452,70.3602,36.6151,14.3398
453,70.3602,36.6151,14.3398
454,70.3602,36.6151,14.3398
455,70.3602,36.6151,14.3398
456,70.3602,36.6151,14.3398
457,70.3602,36.6151,14.3398
458,70.3602,36.6151,14.3398
459,70.3602,36.6151,14.3398
460,70.3602,36.6151,14.3398
461,70.3602,36.6151,14.3398
462,70.3602,36.6151,14.3398
463,70.3602,36.6151,14.3398
464,70.3602,36.6151,14.3398
465,70.3602,36.6151,14.3398
466,70.3602,36.6151,14.3398
467,70.3602,36.6151,14.3398
468,70.3602,36.6151,14.3398
469,70.3602,36.6151,14.3398
470,70.3602,36.6151,14.3398
471,70.3602,36.6151,14.3398
472,70.3602,36.6151,14.3398
473,70.3602,36.6151,14.3398
474,70.3602,36.6151,14.3398
475,70.3602,36.6151,14.3398
476,70.3602,36.6151,14.3398
477,70.3602,36.6151,14.3398
478,70.3602,36.6151,14.3398
479,70.3602,36.6151,14.3398
480,70.3602,36.6151,14.3398
481,70.3602,36.6151,14.3398
482,70.3602,36.6151,14.3398
483,70.3602,36.6151,14.3398
484,70.3602,36.6151,14.3398
485,70.3602,36.6151,14.3398
486,70.3602,36.6151,14.3398
487,70.3602,36.6151,14.3398
488,70.3602,36.6151,14.3398
489,70.3602,36.6151,14.3398
490,70.3602,36.6151,14.3398
491,70.3602,36.6151,14.3398
492,70.3602,36.6151,14.3398
493,70.3602,36.6151,14.3398
494,70.3602,36.6151,14.3398
495,70.3602,36.6151,14.3398
496,70.3602,36.6151,14.3398
497,70.3602,36.6151,14.3398
498,70.3602,36.6151,14.3398
499,70.3602,36.6151,14.3398
500,70.3602,36.6151,14.3398
501,70.3602,36.6151,14.3398
502,70.3602,36.6151,14.3398
503,70.3602,36.6151,14.3398
504,70.3602,36.6151,14.3398
505,70.3602,36.6151,14.3398
506,70.3602,36.6151,14.3398
507,70.3602,36.6151,14.3398
508,70.3602,36.6151,14.3398
509,70.3602,36.6151,14.3398
510,70.3602,36.6151,14.3398
511,70.3602,36.6151,14.3398
512,70.3602,36.6151,14.3398
513,70.3602,36.6151,14.3398
514,70.3602,36.6151,14.3398
515,70.3602,36.6151,14.3398
516,70.3602,36.6151,14.3398
517,70.3602,36.6151,14.3398
518,70.3602,36.6151,14.3398
519,70.3602,36.6151,14.3398
520,70.3602,36.6151,14.3398
521,70.3602,36.6151,14.3398
522,70.3602,36.6151,14.3398
523,70.3602,36.6151,14.3398
524,70.3602,36.6151,14.3398
525,70.3602,36.6151,14.3398
526,70.3602,36.6151,14.3398
527,70.3602,36.6151,14.3398
528,70.3602,36.6151,14.3398
529,70.3602,36.6151,14.3398
530,70.3602,36.6151,14.3398
531,70.3602,36.6151,14.3398
532,70.3602,36.6151,14.3398
533,70.3602,36.6151,14.3398
534,70.3602,36.6151,14.3398
535,70.3602,36.6151,14.3398
536,70.3602,36.6151,14.3398
537,70.3602,36.6151,14.3398
538,70.3602,36.6151,14.3398
539,70.3602,36.6151,14.3398
540,70.3602,36.6151,14.3398
541,70.3602,36.6151,14.3398
542,70.3602,36.6151,14.3398
543,70.3602,36.6151,14.3398
544,70.3602,36.6151,14.3398
545,70.3602,36.6151,14.3398
546,70.3602,36.6151,14.3398
547,70.3602,36.6151,14.3398
548,70.3602,36.6151,14.3398
549,70.3602,36.6151,14.3398
550,70.3602,36.6151,14.3398
551,70.3602,36.6151,14.3398
552,70.3602,36.6151,14.3398
553,70.3602,36.6151,14.3398
554,70.3602,36.6151,14.3398
555,70.3602,36.6151,14.3398
556,70.3602,36.6151,14.3398
557,70.3602,36.6151,14.3398
558,70.3602,36.6151,14.3398
559,70.3602,36.6151,14.3398
560,70.3602,36.6151,14.3398
561,70.3602,36.6151,14.3398
562,70.3602,36.6151,14.3398
563,70.3602,36.6151,14.3398
564,70.3602,36.6151,14.3398
565,70.3602,36.6151,14.3398
566,70.3602,36.6151,14.3398
567,70.3602,36.6151,14.3398
568,70.3602,36.6151,14.3398
569,70.3602,36.6151,14.3398
570,70.3602,36.6151,14.3398
571,70.3602,36.6151,14.3398
572,70.3602,36.6151,14.3398
573,70.3602,36.6151,14.3398
574,70.3602,36.6151,14.3398
575,70.3602,36.6151,14.3398
576,70.3602,36.6151,14.3398
577,70.3602,36.6151,14.3398
578,70.3602,36.6151,14.3398
579,70.3602,36.6151,14.3398
580,70.3602,36.6151,14.3398
581,70.3602,36.6151,14.3398
582,70.3602,36.6151,14.3398
583,70.3602,36.6151,14.3398
584,70.3602,36.6151,14.3398
585,70.3602,36.6151,14.3398
586,70.3602,36.6151,14.3398
587,70.3602,36.6151,14.3398
588,70.3602,36.6151,14.3398
589,70.3602,36.6151,14.3398
590,70.3602,36.6151,14.3398
591,70.3602,36.6151,14.3398
592,70.3602,36.6151,14.3398
593,70.3602,36.6151,14.3398
594,70.3602,36.6151,14.3398
595,70.3602,36.6151,14.3398
596,70.3602,36.6151,14.3398
597,70.3602,36.6151,14.3398
598,70.3602,36.6151,14.3398
599,70.3602,36.6151,14.3398
600,70.3602,36.6151,14.3398
601,70.3602,36.6151,14.3398
602,70.3602,36.6151,14.3398
603,70.3602,36.6151,14.3398
604,70.3602,36.6151,14.3398
605,70.3602,36.6151,14.3398
606,70.3602,36.6151,14.3398
607,70.3602,36.6151,14.3398
608,70.3602,36.6151,14.3398
609,70.3602,36.6151,14.3398
610,70.3602,36.6151,14.3398
611,70.3602,36.6151,14.3398
612,70.3602,36.6151,14.3398
613,70.3602,36.6151,14.3398
614,70.3602,36.6151,14.3398
615,70.3602,36.6151,14.3398
616,70.3602,36.6151,14.3398
617,70.3602,36.6151,14.3398
618,70.3602,36.6151,14.3398
619,70.3602,36.6151,14.3398
620,70.3602,36.6151,14.3398
621,70.3602,36.6151,14.3398
622,70.3602,36.6151,14.3398
623,70.3602,36.6151,14.3398
624,70.3602,36.6151,14.3398
625,70.3602,36.6151,14.3398
626,70.3602,36.6151,14.3398
627,70.3602,36.6151,14.3398
628,70.3602,36.6151,14.3398
629,70.3602,36.6151,14.3398
630,70.3602,36.6151,14.3398
631,70.3602,36.6151,14.3398
632,70.3602,36.6151,14.3398
633,70.3602,36.6151,14.3398
634,70.3602,36.6151,14.3398
635,70.3602,36.6151,14.3398
636,70.3602,36.6151,14.3398
637,70.3602,36.6151,14.3398
638,70.3602,36.6151,14.3398
639,70.3602,36.6151,14.3398
640,70.3602,36.6151,14.3398
641,70.3602,36.6151,14.3398
642,70.3602,36.6151,14.3398
643,70.3602,36.6151,14.3398
644,70.3602,36.6151,14.3398
645,70.3602,36.6151,14.3398
646,70.3602,36.6151,14.3398
647,70.3602,36.6151,14.3398
648,70.3602,36.6151,14.3398
649,70.3602,36.6151,14.3398
650,70.3602,36.6151,14.3398
651,70.3602,36.6151,14.3398
652,70.3602,36.6151,14.3398
653,70.3602,36.6151,14.3398
654,70.3602,36.6151,14.3398
655,70.3602,36.6151,14.3398
656,70.3602,36.6151,14.3398
657,70.3602,36.6151,14.3398
658,70.3602,36.6151,14.3398
659,70.3602,36.6151,14.3398
660,70.3602,36.6151,14.3398
661,70.3602,36.6151,14.3398
662,70.3602,36.6151,14.3398
663,70.3602,36.6151,14.3398
664,70.3602,36.6151,14.3398
665,70.3602,36.6151,14.3398
666,70.3602,36.6151,14.3398
667,70.3602,36.6151,14.3398
668,70.3602,36.6151,14.3398
669,70.3602,36.6151,14.3398
670,70.3602,36.6151,14.3398
671,70.3602,36.6151,14.3398
672,70.3602,36.6151,14.3398
673,70.3602,36.6151,14.3398
674,70.3602,36.6151,14.3398
675,70.3602,36.6151,14.3398
676,70.3602,36.6151,14.3398
677,70.3602,36.6151,14.3398
678,70.3602,36.6151,14.3398
679,70.3602,36.6151,14.3398
680,70.3602,36.6151,14.3398
681,70.3602,36.6151,14.3398
682,70.3602,36.6151,14.3398
683,70.3602,36.6151,14.3398
684,70.3602,36.6151,14.3398
685,70.3602,36.6151,14.3398
686,70.3602,36.6151,14.3398
687,70.3602,36.6151,14.3398
688,70.3602,36.6151,14.3398
689,70.3602,36.6151,14.3398
690,70.3602,36.6151,14.3398
691,70.3602,36.6151,14.3398
692,70.3602,36.6151,14.3398
693,70.3602,36.6151,14.3398
694,70.3602,36.6151,14.3398
695,70.3602,36.6151,14.3398
696,70.3602,36.6151,14.3398
697,70.3602,36.6151,14.3398
698,70.3602,36.6151,14.3398
699,70.3602,36.6151,14.3398
700,70.3602,36.6151,14.3398
701,70.3602,36.6151,14.3398
702,70.3602,36.6151,14.3398
703,70.3602,36.6151,14.3398
704,70.3602,36.6151,14.3398
705,70.3602,36.6151,14.3398
706,70.3602,36.6151,14.3398
707,70.3602,36.6151,14.3398
708,70.3602,36.6151,14.3398
709,70.3602,36.6151,14.3398
710,70.3602,36.6151,14.3398
711,70.3602,36.6151,14.3398
712,70.3602,36.6151,14.3398
713,70.3602,36.6151,14.3398
714,70.3602,36.6151,14.3398
715,70.3602,36.6151,14.3398
716,70.3602,36.6151,14.3398
717,70.3602,36.6151,14.3398
718,70.3602,36.6151,14.3398
719,70.3602,36.6151,14.3398
720,70.3602,36.6151,14.3398
721,70.3602,36.6151,14.3398
722,70.3602,36.6151,14.3398
723,70.3602,36.6151,14.3398
724,70.3602,36.6151,14.3398
725,70.3602,36.6151,14.3398
726,70.3602,36.6151,14.3398
727,70.3602,36.6151,14.3398
728,70.3602,36.6151,14.3398
729,70.3602,36.6151,14.3398
730,70.3602,36.6151,14.3398
731,70.3602,36.6151,14.3398
732,70.3602,36.6151,14.3398
733,70.3602,36.6151,14.3398
734,70.3602,36.6151,14.3398
735,70.3602,36.6151,14.3398
736,70.3602,36.6151,14.3398
737,70.3602,36.6151,14.3398
738,70.3602,36.6151,14.3398
739,70.3602,36.6151,14.3398
740,70.3602,36.6151,14.3398
741,70.3602,36.6151,14.3398
742,70.3602,36.6151,14.3398
743,70.3602,36.6151,14.3398
744,70.3602,36.6151,14.3398
745,55.3833,25.5464,12.106
746,55.3833,25.5464,12.106
747,55.3833,25.5464,12.106
748,55.3833,25.5464,12.106
749,55.3833,25.5464,12.106
750,55.3833,25.5464,12.106
751,55.3833,25.5464,12.106
752,55.3833,25.5464,12.106
753,55.3833,25.5464,12.106
754,55.3833,25.5464,12.106
755,55.3833,25.5464,12.106
756,55.3833,25.5464,12.106
757,55.3833,25.5464,12.106
758,55.3833,25.5464,12.106
759,55.3833,25.5464,12.106
760,55.3833,25.5464,12.106
761,55.3833,25.5464,12.106
762,55.3833,25.5464,12.106
763,55.3833,25.5464,12.106
764,55.3833,25.5464,12.106
765,55.3833,25.5464,12.106
766,55.3833,25.5464,12.106
767,55.3833,25.5464,12.106
768,55.3833,25.5464,12.106
769,55.3833,25.5464,12.106
770,55.3833,25.5464,12.106
771,55.3833,25.5464,12.106
772,55.3833,25.5464,12.106
773,55.3833,25.5464,12.106
774,55.3833,25.5464,12.106
775,55.3833,25.5464,12.106
776,55.3833,25.5464,12.106
777,55.3833,25.5464,12.106
778,55.3833,25.5464,12.106
779,55.3833,25.5464,12.106
780,55.3833,25.5464,12.106
781,55.3833,25.5464,12.106
782,55.3833,25.5464,12.106
783,55.3833,25.5464,12.106
784,55.3833,25.5464,12.106
785,55.3833,25.5464,12.106
786,55.3833,25.5464,12.106
787,55.3833,25.5464,12.106
788,55.3833,25.5464,12.106
789,55.3833,25.5464,12.106
790,55.3833,25.5464,12.106
791,55.3833,25.5464,12.106
792,55.3833,25.5464,12.106
793,55.3833,25.5464,12.106
794,55.3833,25.5464,12.106
795,55.3833,25.5464,12.106
796,55.3833,25.5464,12.106
797,55.3833,25.5464,12.106
798,55.3833,25.5464,12.106
799,55.3833,25.5464,12.106
800,55.3833,25.5464,12.106
801,55.3833,25.5464,12.106
802,55.3833,25.5464,12.106
803,55.3833,25.5464,12.106
804,55.3833,25.5464,12.106
805,55.3833,25.5464,12.106
806,55.3833,25.5464,12.106
807,55.3833,25.5464,12.106
808,55.3833,25.5464,12.106
809,55.3833,25.5464,12.106
810,55.3833,25.5464,12.106
811,55.3833,25.5464,12.106
812,55.3833,25.5464,12.106
813,55.3833,25.5464,12.106
814,55.3833,25.5464,12.106
815,55.3833,25.5464,12.106
816,55.3833,25.5464,12.106
817,55.3833,25.5464,12.106
818,55.3833,25.5464,12.106
819,55.3833,25.5464,12.106
820,55.3833,25.5464,12.106
821,55.3833,25.5464,12.106
