Time_Index,Methanol_Demand_Tons_MA,Methanol_Demand_Tons_CT,Methanol_Demand_Tons_ME
1731,90.8688,52.6817,16.7258
1732,90.8688,52.6817,16.7258
1733,90.8688,52.6817,16.7258
1734,90.8688,52.6817,16.7258
1735,90.8688,52.6817,16.7258
1736,90.8688,52.6817,16.7258
1737,90.8688,52.6817,16.7258
1738,90.8688,52.6817,16.7258
1739,90.8688,52.6817,16.7258
1740,90.8688,52.6817,16.7258
1741,90.8688,52.6817,16.7258
1742,90.8688,52.6817,16.7258
1743,90.8688,52.6817,16.7258
1744,90.8688,52.6817,16.7258
1745,90.8688,52.6817,16.7258
1746,90.8688,52.6817,16.7258
1747,90.8688,52.6817,16.7258
1748,90.8688,52.6817,16.7258
1749,90.8688,52.6817,16.7258
1750,90.8688,52.6817,16.7258
1751,90.8688,52.6817,16.7258
1752,90.8688,52.6817,16.7258
1753,90.8688,52.6817,16.7258
1754,90.8688,52.6817,16.7258
1755,90.8688,52.6817,16.7258
1756,90.8688,52.6817,16.7258
1757,90.8688,52.6817,16.7258
1758,90.8688,52.6817,16.7258
1759,90.8688,52.6817,16.7258
1760,90.8688,52.6817,16.7258
1761,90.8688,52.6817,16.7258
1762,90.8688,52.6817,16.7258
1763,90.8688,52.6817,16.7258
1764,90.8688,52.6817,16.7258
1765,90.8688,52.6817,16.7258
1766,90.8688,52.6817,16.7258
1767,90.8688,52.6817,16.7258
1768,90.8688,52.6817,16.7258
1769,90.8688,52.6817,16.7258
1770,90.8688,52.6817,16.7258
1771,90.8688,52.6817,16.7258
1772,90.8688,52.6817,16.7258
1773,90.8688,52.6817,16.7258
1774,90.8688,52.6817,16.7258
1775,90.8688,52.6817,16.7258
1776,90.8688,52.6817,16.7258
1777,90.8688,52.6817,16.7258
1778,90.8688,52.6817,16.7258
1779,90.8688,52.6817,16.7258
1780,90.8688,52.6817,16.7258
1781,90.8688,52.6817,16.7258
1782,90.8688,52.6817,16.7258
1783,90.8688,52.6817,16.7258
1784,90.8688,52.6817,16.7258
1785,90.8688,52.6817,16.7258
1786,90.8688,52.6817,16.7258
1787,90.8688,52.6817,16.7258
1788,90.8688,52.6817,16.7258
1789,90.8688,52.6817,16.7258
1790,90.8688,52.6817,16.7258
1791,90.8688,52.6817,16.7258
1792,90.8688,52.6817,16.7258
1793,90.8688,52.6817,16.7258
1794,90.8688,52.6817,16.7258
1795,90.8688,52.6817,16.7258
1796,90.8688,52.6817,16.7258
1797,90.8688,52.6817,16.7258
1798,90.8688,52.6817,16.7258
1799,90.8688,52.6817,16.7258
1800,90.8688,52.6817,16.7258
1801,90.8688,52.6817,16.7258
1802,90.8688,52.6817,16.7258
1803,90.8688,52.6817,16.7258
1804,90.8688,52.6817,16.7258
1805,90.8688,52.6817,16.7258
1806,90.8688,52.6817,16.7258
1807,90.8688,52.6817,16.7258
1808,90.8688,52.6817,16.7258
1809,90.8688,52.6817,16.7258
1810,90.8688,52.6817,16.7258
1811,90.8688,52.6817,16.7258
1812,90.8688,52.6817,16.7258
1813,90.8688,52.6817,16.7258
1814,90.8688,52.6817,16.7258
1815,90.8688,52.6817,16.7258
1816,90.8688,52.6817,16.7258
1817,90.8688,52.6817,16.7258
1818,90.8688,52.6817,16.7258
1819,90.8688,52.6817,16.7258
1820,90.8688,52.6817,16.7258
1821,90.8688,52.6817,16.7258
1822,90.8688,52.6817,16.7258
1823,90.8688,52.6817,16.7258
1824,90.8688,52.6817,16.7258
1825,90.8688,52.6817,16.7258
1826,90.8688,52.6817,16.7258
1827,90.8688,52.6817,16.7258
1828,90.8688,52.6817,16.7258
1829,90.8688,52.6817,16.7258
1830,90.8688,52.6817,16.7258
1831,90.8688,52.6817,16.7258
1832,90.8688,52.6817,16.7258
1833,90.8688,52.6817,16.7258
1834,90.8688,52.6817,16.7258
1835,90.8688,52.6817,16.7258
1836,90.8688,52.6817,16.7258
1837,90.8688,52.6817,16.7258
1838,90.8688,52.6817,16.7258
1839,90.8688,52.6817,16.7258
1840,90.8688,52.6817,16.7258
1841,90.8688,52.6817,16.7258
1842,90.8688,52.6817,16.7258
1843,90.8688,52.6817,16.7258
1844,90.8688,52.6817,16.7258
1845,90.8688,52.6817,16.7258
1846,90.8688,52.6817,16.7258
1847,90.8688,52.6817,16.7258
1848,90.8688,52.6817,16.7258
1849,90.8688,52.6817,16.7258
1850,90.8688,52.6817,16.7258
1851,90.8688,52.6817,16.7258
1852,90.8688,52.6817,16.7258
1853,90.8688,52.6817,16.7258
1854,90.8688,52.6817,16.7258
1855,90.8688,52.6817,16.7258
1856,90.8688,52.6817,16.7258
1857,90.8688,52.6817,16.7258
1858,90.8688,52.6817,16.7258
1859,90.8688,52.6817,16.7258
1860,90.8688,52.6817,16.7258
1861,90.8688,52.6817,16.7258
1862,90.8688,52.6817,16.7258
1863,90.8688,52.6817,16.7258
1864,90.8688,52.6817,16.7258
1865,90.8688,52.6817,16.7258
1866,90.8688,52.6817,16.7258
1867,90.8688,52.6817,16.7258
1868,90.8688,52.6817,16.7258
1869,90.8688,52.6817,16.7258
1870,90.8688,52.6817,16.7258
1871,90.8688,52.6817,16.7258
1872,90.8688,52.6817,16.7258
1873,90.8688,52.6817,16.7258
1874,90.8688,52.6817,16.7258
1875,90.8688,52.6817,16.7258
1876,90.8688,52.6817,16.7258
1877,90.8688,52.6817,16.7258
1878,90.8688,52.6817,16.7258
1879,90.8688,52.6817,16.7258
1880,90.8688,52.6817,16.7258
1881,90.8688,52.6817,16.7258
1882,90.8688,52.6817,16.7258
1883,90.8688,52.6817,16.7258
1884,90.8688,52.6817,16.7258
1885,90.8688,52.6817,16.7258
1886,90.8688,52.6817,16.7258
1887,90.8688,52.6817,16.7258
1888,90.8688,52.6817,16.7258
1889,90.8688,52.6817,16.7258
1890,90.8688,52.6817,16.7258
1891,90.8688,52.6817,16.7258
1892,90.8688,52.6817,16.7258
1893,90.8688,52.6817,16.7258
1894,90.8688,52.6817,16.7258
1895,90.8688,52.6817,16.7258
1896,90.8688,52.6817,16.7258
1897,90.8688,52.6817,16.7258
1898,90.8688,52.6817,16.7258
1899,90.8688,52.6817,16.7258
1900,90.8688,52.6817,16.7258
1901,90.8688,52.6817,16.7258
1902,90.8688,52.6817,16.7258
1903,90.8688,52.6817,16.7258
1904,90.8688,52.6817,16.7258
1905,90.8688,52.6817,16.7258
1906,90.8688,52.6817,16.7258
1907,90.8688,52.6817,16.7258
1908,90.8688,52.6817,16.7258
1909,90.8688,52.6817,16.7258
1910,90.8688,52.6817,16.7258
1911,90.8688,52.6817,16.7258
1912,90.8688,52.6817,16.7258
1913,90.8688,52.6817,16.7258
1914,90.8688,52.6817,16.7258
1915,90.8688,52.6817,16.7258
1916,90.8688,52.6817,16.7258
1917,90.8688,52.6817,16.7258
1918,90.8688,52.6817,16.7258
1919,90.8688,52.6817,16.7258
1920,90.8688,52.6817,16.7258
1921,90.8688,52.6817,16.7258
1922,90.8688,52.6817,16.7258
1923,90.8688,52.6817,16.7258
1924,90.8688,52.6817,16.7258
1925,90.8688,52.6817,16.7258
1926,90.8688,52.6817,16.7258
1927,90.8688,52.6817,16.7258
1928,90.8688,52.6817,16.7258
1929,90.8688,52.6817,16.7258
1930,90.8688,52.6817,16.7258
1931,90.8688,52.6817,16.7258
1932,90.8688,52.6817,16.7258
1933,90.8688,52.6817,16.7258
1934,90.8688,52.6817,16.7258
1935,90.8688,52.6817,16.7258
1936,90.8688,52.6817,16.7258
1937,90.8688,52.6817,16.7258
1938,90.8688,52.6817,16.7258
1939,90.8688,52.6817,16.7258
1940,90.8688,52.6817,16.7258
1941,90.8688,52.6817,16.7258
1942,90.8688,52.6817,16.7258
1943,90.8688,52.6817,16.7258
1944,90.8688,52.6817,16.7258
1945,90.8688,52.6817,16.7258
1946,90.8688,52.6817,16.7258
1947,90.8688,52.6817,16.7258
1948,90.8688,52.6817,16.7258
1949,90.8688,52.6817,16.7258
1950,90.8688,52.6817,16.7258
1951,90.8688,52.6817,16.7258
1952,90.8688,52.6817,16.7258
1953,90.8688,52.6817,16.7258
1954,90.8688,52.6817,16.7258
1955,90.8688,52.6817,16.7258
1956,90.8688,52.6817,16.7258
1957,90.8688,52.6817,16.7258
1958,90.8688,52.6817,16.7258
1959,90.8688,52.6817,16.7258
1960,90.8688,52.6817,16.7258
1961,90.8688,52.6817,16.7258
1962,90.8688,52.6817,16.7258
1963,90.8688,52.6817,16.7258
1964,90.8688,52.6817,16.7258
1965,90.8688,52.6817,16.7258
1966,90.8688,52.6817,16.7258
1967,90.8688,52.6817,16.7258
1968,90.8688,52.6817,16.7258
1969,90.8688,52.6817,16.7258
1970,90.8688,52.6817,16.7258
1971,90.8688,52.6817,16.7258
1972,90.8688,52.6817,16.7258
1973,90.8688,52.6817,16.7258
1974,90.8688,52.6817,16.7258
1975,90.8688,52.6817,16.7258
1976,90.8688,52.6817,16.7258
1977,90.8688,52.6817,16.7258
1978,90.8688,52.6817,16.7258
1979,90.8688,52.6817,16.7258
1980,90.8688,52.6817,16.7258
1981,90.8688,52.6817,16.7258
1982,90.8688,52.6817,16.7258
1983,90.8688,52.6817,16.7258
1984,90.8688,52.6817,16.7258
1985,90.8688,52.6817,16.7258
1986,90.8688,52.6817,16.7258
1987,90.8688,52.6817,16.7258
1988,90.8688,52.6817,16.7258
1989,90.8688,52.6817,16.7258
1990,90.8688,52.6817,16.7258
1991,90.8688,52.6817,16.7258
1992,90.8688,52.6817,16.7258
1993,90.8688,52.6817,16.7258
1994,90.8688,52.6817,16.7258
1995,90.8688,52.6817,16.7258
1996,90.8688,52.6817,16.7258
1997,90.8688,52.6817,16.7258
1998,90.8688,52.6817,16.7258
1999,90.8688,52.6817,16.7258
2000,90.8688,52.6817,16.7258
2001,90.8688,52.6817,16.7258
2002,90.8688,52.6817,16.7258
2003,90.8688,52.6817,16.7258
2004,90.8688,52.6817,16.7258
2005,90.8688,52.6817,16.7258
2006,90.8688,52.6817,16.7258
2007,90.8688,52.6817,16.7258
2008,90.8688,52.6817,16.7258
2009,90.8688,52.6817,16.7258
2010,90.8688,52.6817,16.7258
2011,90.8688,52.6817,16.7258
2012,90.8688,52.6817,16.7258
2013,90.8688,52.6817,16.7258
2014,90.8688,52.6817,16.7258
2015,90.8688,52.6817,16.7258
2016,90.8688,52.6817,16.7258
2017,90.8688,52.6817,16.7258
2018,90.8688,52.6817,16.7258
2019,90.8688,52.6817,16.7258
2020,90.8688,52.6817,16.7258
2021,90.8688,52.6817,16.7258
2022,90.8688,52.6817,16.7258
2023,90.8688,52.6817,16.7258
2024,90.8688,52.6817,16.7258
2025,90.8688,52.6817,16.7258
2026,90.8688,52.6817,16.7258
2027,90.8688,52.6817,16.7258
2028,90.8688,52.6817,16.7258
2029,90.8688,52.6817,16.7258
2030,90.8688,52.6817,16.7258
2031,90.8688,52.6817,16.7258
2032,90.8688,52.6817,16.7258
2033,90.8688,52.6817,16.7258
2034,90.8688,52.6817,16.7258
2035,90.8688,52.6817,16.7258
2036,90.8688,52.6817,16.7258
2037,90.8688,52.6817,16.7258
2038,90.8688,52.6817,16.7258
2039,90.8688,52.6817,16.7258
2040,90.8688,52.6817,16.7258
2041,90.8688,52.6817,16.7258
2042,90.8688,52.6817,16.7258
2043,90.8688,52.6817,16.7258
2044,90.8688,52.6817,16.7258
2045,90.8688,52.6817,16.7258
2046,90.8688,52.6817,16.7258
2047,90.8688,52.6817,16.7258
2048,90.8688,52.6817,16.7258
2049,90.8688,52.6817,16.7258
2050,90.8688,52.6817,16.7258
2051,90.8688,52.6817,16.7258
2052,90.8688,52.6817,16.7258
2053,90.8688,52.6817,16.7258
2054,90.8688,52.6817,16.7258
2055,90.8688,52.6817,16.7258
2056,90.8688,52.6817,16.7258
2057,90.8688,52.6817,16.7258
2058,90.8688,52.6817,16.7258
2059,90.8688,52.6817,16.7258
2060,90.8688,52.6817,16.7258
2061,90.8688,52.6817,16.7258
2062,90.8688,52.6817,16.7258
2063,90.8688,52.6817,16.7258
2064,90.8688,52.6817,16.7258
2065,90.8688,52.6817,16.7258
2066,90.8688,52.6817,16.7258
2067,90.8688,52.6817,16.7258
2068,90.8688,52.6817,16.7258
2069,90.8688,52.6817,16.7258
2070,90.8688,52.6817,16.7258
2071,90.8688,52.6817,16.7258
2072,90.8688,52.6817,16.7258
2073,90.8688,52.6817,16.7258
2074,90.8688,52.6817,16.7258
2075,90.8688,52.6817,16.7258
2076,90.8688,52.6817,16.7258
2077,90.8688,52.6817,16.7258
2078,90.8688,52.6817,16.7258
2079,90.8688,52.6817,16.7258
2080,90.8688,52.6817,16.7258
2081,90.8688,52.6817,16.7258
2082,90.8688,52.6817,16.7258
2083,90.8688,52.6817,16.7258
2084,90.8688,52.6817,16.7258
2085,90.8688,52.6817,16.7258
2086,90.8688,52.6817,16.7258
2087,90.8688,52.6817,16.7258
2088,90.8688,52.6817,16.7258
2089,90.8688,52.6817,16.7258
2090,90.8688,52.6817,16.7258
2091,90.8688,52.6817,16.7258
2092,90.8688,52.6817,16.7258
2093,90.8688,52.6817,16.7258
2094,90.8688,52.6817,16.7258
2095,90.8688,52.6817,16.7258
2096,90.8688,52.6817,16.7258
2097,90.8688,52.6817,16.7258
2098,90.8688,52.6817,16.7258
2099,90.8688,52.6817,16.7258
2100,90.8688,52.6817,16.7258
2101,90.8688,52.6817,16.7258
2102,90.8688,52.6817,16.7258
2103,90.8688,52.6817,16.7258
2104,90.8688,52.6817,16.7258
2105,90.8688,52.6817,16.7258
2106,90.8688,52.6817,16.7258
2107,90.8688,52.6817,16.7258
2108,90.8688,52.6817,16.7258
2109,90.8688,52.6817,16.7258
2110,90.8688,52.6817,16.7258
2111,90.8688,52.6817,16.7258
2112,90.8688,52.6817,16.7258
2113,90.8688,52.6817,16.7258
2114,90.8688,52.6817,16.7258
2115,90.8688,52.6817,16.7258
2116,90.8688,52.6817,16.7258
2117,90.8688,52.6817,16.7258
2118,90.8688,52.6817,16.7258
2119,90.8688,52.6817,16.7258
2120,90.8688,52.6817,16.7258
2121,90.8688,52.6817,16.7258
2122,90.8688,52.6817,16.7258
2123,90.8688,52.6817,16.7258
2124,90.8688,52.6817,16.7258
2125,90.8688,52.6817,16.7258
2126,90.8688,52.6817,16.7258
2127,90.8688,52.6817,16.7258
2128,90.8688,52.6817,16.7258
2129,90.8688,52.6817,16.7258
2130,90.8688,52.6817,16.7258
2131,90.8688,52.6817,16.7258
2132,90.8688,52.6817,16.7258
2133,90.8688,52.6817,16.7258
2134,90.8688,52.6817,16.7258
2135,90.8688,52.6817,16.7258
2136,90.8688,52.6817,16.7258
2137,90.8688,52.6817,16.7258
2138,90.8688,52.6817,16.7258
2139,90.8688,52.6817,16.7258
2140,90.8688,52.6817,16.7258
2141,90.8688,52.6817,16.7258
2142,90.8688,52.6817,16.7258
2143,90.8688,52.6817,16.7258
2144,90.8688,52.6817,16.7258
2145,90.8688,52.6817,16.7258
2146,90.8688,52.6817,16.7258
2147,90.8688,52.6817,16.7258
2148,90.8688,52.6817,16.7258
2149,90.8688,52.6817,16.7258
2150,90.8688,52.6817,16.7258
2151,90.8688,52.6817,16.7258
2152,90.8688,52.6817,16.7258
2153,90.8688,52.6817,16.7258
2154,90.8688,52.6817,16.7258
2155,90.8688,52.6817,16.7258
2156,90.8688,52.6817,16.7258
2157,90.8688,52.6817,16.7258
2158,90.8688,52.6817,16.7258
2159,90.8688,52.6817,16.7258
2160,90.8688,52.6817,16.7258
2161,107.423,65.7889,24.39
2162,107.423,65.7889,24.39
2163,107.423,65.7889,24.39
2164,107.423,65.7889,24.39
2165,107.423,65.7889,24.39
2166,107.423,65.7889,24.39
2167,107.423,65.7889,24.39
2168,107.423,65.7889,24.39
2169,107.423,65.7889,24.39
2170,107.423,65.7889,24.39
2171,107.423,65.7889,24.39
2172,107.423,65.7889,24.39
2173,107.423,65.7889,24.39
2174,107.423,65.7889,24.39
2175,107.423,65.7889,24.39
2176,107.423,65.7889,24.39
2177,107.423,65.7889,24.39
2178,107.423,65.7889,24.39
2179,107.423,65.7889,24.39
2180,107.423,65.7889,24.39
2181,107.423,65.7889,24.39
2182,107.423,65.7889,24.39
2183,107.423,65.7889,24.39
2184,107.423,65.7889,24.39
2185,107.423,65.7889,24.39
2186,107.423,65.7889,24.39
2187,107.423,65.7889,24.39
2188,107.423,65.7889,24.39
2189,107.423,65.7889,24.39
2190,107.423,65.7889,24.39
2191,107.423,65.7889,24.39
2192,107.423,65.7889,24.39
2193,107.423,65.7889,24.39
2194,107.423,65.7889,24.39
2195,107.423,65.7889,24.39
2196,107.423,65.7889,24.39
2197,107.423,65.7889,24.39
2198,107.423,65.7889,24.39
2199,107.423,65.7889,24.39
2200,107.423,65.7889,24.39
2201,107.423,65.7889,24.39
2202,107.423,65.7889,24.39
2203,107.423,65.7889,24.39
2204,107.423,65.7889,24.39
2205,107.423,65.7889,24.39
2206,107.423,65.7889,24.39
2207,107.423,65.7889,24.39
2208,107.423,65.7889,24.39
2209,107.423,65.7889,24.39
2210,107.423,65.7889,24.39
2211,107.423,65.7889,24.39
2212,107.423,65.7889,24.39
2213,107.423,65.7889,24.39
2214,107.423,65.7889,24.39
2215,107.423,65.7889,24.39
2216,107.423,65.7889,24.39
2217,107.423,65.7889,24.39
2218,107.423,65.7889,24.39
2219,107.423,65.7889,24.39
2220,107.423,65.7889,24.39
2221,107.423,65.7889,24.39
2222,107.423,65.7889,24.39
2223,107.423,65.7889,24.39
2224,107.423,65.7889,24.39
2225,107.423,65.7889,24.39
2226,107.423,65.7889,24.39
2227,107.423,65.7889,24.39
2228,107.423,65.7889,24.39
2229,107.423,65.7889,24.39
2230,107.423,65.7889,24.39
2231,107.423,65.7889,24.39
2232,107.423,65.7889,24.39
2233,107.423,65.7889,24.39
2234,107.423,65.7889,24.39
2235,107.423,65.7889,24.39
2236,107.423,65.7889,24.39
2237,107.423,65.7889,24.39
2238,107.423,65.7889,24.39
2239,107.423,65.7889,24.39
2240,107.423,65.7889,24.39
2241,107.423,65.7889,24.39
2242,107.423,65.7889,24.39
2243,107.423,65.7889,24.39
2244,107.423,65.7889,24.39
2245,107.423,65.7889,24.39
2246,107.423,65.7889,24.39
2247,107.423,65.7889,24.39
2248,107.423,65.7889,24.39
2249,107.423,65.7889,24.39
2250,107.423,65.7889,24.39
2251,107.423,65.7889,24.39
2252,107.423,65.7889,24.39
2253,107.423,65.7889,24.39
2254,107.423,65.7889,24.39
2255,107.423,65.7889,24.39
2256,107.423,65.7889,24.39
2257,107.423,65.7889,24.39
2258,107.423,65.7889,24.39
2259,107.423,65.7889,24.39
2260,107.423,65.7889,24.39
2261,107.423,65.7889,24.39
2262,107.423,65.7889,24.39
2263,107.423,65.7889,24.39
2264,107.423,65.7889,24.39
2265,107.423,65.7889,24.39
2266,107.423,65.7889,24.39
2267,107.423,65.7889,24.39
2268,107.423,65.7889,24.39
2269,107.423,65.7889,24.39
2270,107.423,65.7889,24.39
2271,107.423,65.7889,24.39
2272,107.423,65.7889,24.39
2273,107.423,65.7889,24.39
2274,107.423,65.7889,24.39
2275,107.423,65.7889,24.39
2276,107.423,65.7889,24.39
2277,107.423,65.7889,24.39
2278,107.423,65.7889,24.39
2279,107.423,65.7889,24.39
2280,107.423,65.7889,24.39
2281,107.423,65.7889,24.39
2282,107.423,65.7889,24.39
2283,107.423,65.7889,24.39
2284,107.423,65.7889,24.39
2285,107.423,65.7889,24.39
2286,107.423,65.7889,24.39
2287,107.423,65.7889,24.39
2288,107.423,65.7889,24.39
2289,107.423,65.7889,24.39
2290,107.423,65.7889,24.39
2291,107.423,65.7889,24.39
2292,107.423,65.7889,24.39
2293,107.423,65.7889,24.39
2294,107.423,65.7889,24.39
2295,107.423,65.7889,24.39
2296,107.423,65.7889,24.39
2297,107.423,65.7889,24.39
2298,107.423,65.7889,24.39
2299,107.423,65.7889,24.39
2300,107.423,65.7889,24.39
2301,107.423,65.7889,24.39
2302,107.423,65.7889,24.39
2303,107.423,65.7889,24.39
2304,107.423,65.7889,24.39
2305,107.423,65.7889,24.39
2306,107.423,65.7889,24.39
2307,107.423,65.7889,24.39
2308,107.423,65.7889,24.39
2309,107.423,65.7889,24.39
2310,107.423,65.7889,24.39
2311,107.423,65.7889,24.39
2312,107.423,65.7889,24.39
2313,107.423,65.7889,24.39
2314,107.423,65.7889,24.39
2315,107.423,65.7889,24.39
2316,107.423,65.7889,24.39
2317,107.423,65.7889,24.39
2318,107.423,65.7889,24.39
2319,107.423,65.7889,24.39
2320,107.423,65.7889,24.39
2321,107.423,65.7889,24.39
2322,107.423,65.7889,24.39
2323,107.423,65.7889,24.39
2324,107.423,65.7889,24.39
2325,107.423,65.7889,24.39
2326,107.423,65.7889,24.39
2327,107.423,65.7889,24.39
2328,107.423,65.7889,24.39
2329,107.423,65.7889,24.39
2330,107.423,65.7889,24.39
2331,107.423,65.7889,24.39
2332,107.423,65.7889,24.39
2333,107.423,65.7889,24.39
2334,107.423,65.7889,24.39
2335,107.423,65.7889,24.39
2336,107.423,65.7889,24.39
2337,107.423,65.7889,24.39
2338,107.423,65.7889,24.39
2339,107.423,65.7889,24.39
2340,107.423,65.7889,24.39
2341,107.423,65.7889,24.39
2342,107.423,65.7889,24.39
2343,107.423,65.7889,24.39
2344,107.423,65.7889,24.39
2345,107.423,65.7889,24.39
2346,107.423,65.7889,24.39
2347,107.423,65.7889,24.39
2348,107.423,65.7889,24.39
2349,107.423,65.7889,24.39
2350,107.423,65.7889,24.39
2351,107.423,65.7889,24.39
2352,107.423,65.7889,24.39
2353,107.423,65.7889,24.39
2354,107.423,65.7889,24.39
2355,107.423,65.7889,24.39
2356,107.423,65.7889,24.39
2357,107.423,65.7889,24.39
2358,107.423,65.7889,24.39
2359,107.423,65.7889,24.39
2360,107.423,65.7889,24.39
2361,107.423,65.7889,24.39
2362,107.423,65.7889,24.39
2363,107.423,65.7889,24.39
2364,107.423,65.7889,24.39
2365,107.423,65.7889,24.39
2366,107.423,65.7889,24.39
2367,107.423,65.7889,24.39
2368,107.423,65.7889,24.39
2369,107.423,65.7889,24.39
2370,107.423,65.7889,24.39
2371,107.423,65.7889,24.39
2372,107.423,65.7889,24.39
2373,107.423,65.7889,24.39
2374,107.423,65.7889,24.39
2375,107.423,65.7889,24.39
2376,107.423,65.7889,24.39
2377,107.423,65.7889,24.39
2378,107.423,65.7889,24.39
2379,107.423,65.7889,24.39
2380,107.423,65.7889,24.39
2381,107.423,65.7889,24.39
2382,107.423,65.7889,24.39
2383,107.423,65.7889,24.39
2384,107.423,65.7889,24.39
2385,107.423,65.7889,24.39
2386,107.423,65.7889,24.39
2387,107.423,65.7889,24.39
2388,107.423,65.7889,24.39
2389,107.423,65.7889,24.39
2390,107.423,65.7889,24.39
2391,107.423,65.7889,24.39
2392,107.423,65.7889,24.39
2393,107.423,65.7889,24.39
2394,107.423,65.7889,24.39
2395,107.423,65.7889,24.39
2396,107.423,65.7889,24.39
2397,107.423,65.7889,24.39
2398,107.423,65.7889,24.39
2399,107.423,65.7889,24.39
2400,107.423,65.7889,24.39
2401,107.423,65.7889,24.39
2402,107.423,65.7889,24.39
2403,107.423,65.7889,24.39
2404,107.423,65.7889,24.39
2405,107.423,65.7889,24.39
2406,107.423,65.7889,24.39
2407,107.423,65.7889,24.39
2408,107.423,65.7889,24.39
2409,107.423,65.7889,24.39
2410,107.423,65.7889,24.39
2411,107.423,65.7889,24.39
2412,107.423,65.7889,24.39
2413,107.423,65.7889,24.39
2414,107.423,65.7889,24.39
2415,107.423,65.7889,24.39
2416,107.423,65.7889,24.39
2417,107.423,65.7889,24.39
2418,107.423,65.7889,24.39
2419,107.423,65.7889,24.39
2420,107.423,65.7889,24.39
2421,107.423,65.7889,24.39
2422,107.423,65.7889,24.39
2423,107.423,65.7889,24.39
2424,107.423,65.7889,24.39
2425,107.423,65.7889,24.39
2426,107.423,65.7889,24.39
2427,107.423,65.7889,24.39
2428,107.423,65.7889,24.39
2429,107.423,65.7889,24.39
2430,107.423,65.7889,24.39
2431,107.423,65.7889,24.39
2432,107.423,65.7889,24.39
2433,107.423,65.7889,24.39
2434,107.423,65.7889,24.39
2435,107.423,65.7889,24.39
2436,107.423,65.7889,24.39
2437,107.423,65.7889,24.39
2438,107.423,65.7889,24.39
2439,107.423,65.7889,24.39
2440,107.423,65.7889,24.39
2441,107.423,65.7889,24.39
2442,107.423,65.7889,24.39
2443,107.423,65.7889,24.39
2444,107.423,65.7889,24.39
2445,107.423,65.7889,24.39
2446,107.423,65.7889,24.39
2447,107.423,65.7889,24.39
2448,107.423,65.7889,24.39
2449,107.423,65.7889,24.39
2450,107.423,65.7889,24.39
2451,107.423,65.7889,24.39
2452,107.423,65.7889,24.39
2453,107.423,65.7889,24.39
2454,107.423,65.7889,24.39
2455,107.423,65.7889,24.39
2456,107.423,65.7889,24.39
2457,107.423,65.7889,24.39
2458,107.423,65.7889,24.39
2459,107.423,65.7889,24.39
2460,107.423,65.7889,24.39
2461,107.423,65.7889,24.39
2462,107.423,65.7889,24.39
2463,107.423,65.7889,24.39
2464,107.423,65.7889,24.39
2465,107.423,65.7889,24.39
2466,107.423,65.7889,24.39
2467,107.423,65.7889,24.39
2468,107.423,65.7889,24.39
2469,107.423,65.7889,24.39
2470,107.423,65.7889,24.39
2471,107.423,65.7889,24.39
2472,107.423,65.7889,24.39
2473,107.423,65.7889,24.39
2474,107.423,65.7889,24.39
2475,107.423,65.7889,24.39
2476,107.423,65.7889,24.39
2477,107.423,65.7889,24.39
2478,107.423,65.7889,24.39
2479,107.423,65.7889,24.39
2480,107.423,65.7889,24.39
2481,107.423,65.7889,24.39
2482,107.423,65.7889,24.39
2483,107.423,65.7889,24.39
2484,107.423,65.7889,24.39
2485,107.423,65.7889,24.39
2486,107.423,65.7889,24.39
2487,107.423,65.7889,24.39
2488,107.423,65.7889,24.39
2489,107.423,65.7889,24.39
2490,107.423,65.7889,24.39
2491,107.423,65.7889,24.39
2492,107.423,65.7889,24.39
2493,107.423,65.7889,24.39
2494,107.423,65.7889,24.39
2495,107.423,65.7889,24.39
2496,107.423,65.7889,24.39
2497,107.423,65.7889,24.39
2498,107.423,65.7889,24.39
2499,107.423,65.7889,24.39
2500,107.423,65.7889,24.39
2501,107.423,65.7889,24.39
2502,107.423,65.7889,24.39
2503,107.423,65.7889,24.39
2504,107.423,65.7889,24.39
2505,107.423,65.7889,24.39
2506,107.423,65.7889,24.39
2507,107.423,65.7889,24.39
2508,107.423,65.7889,24.39
2509,107.423,65.7889,24.39
2510,107.423,65.7889,24.39
2511,107.423,65.7889,24.39
2512,107.423,65.7889,24.39
2513,107.423,65.7889,24.39
2514,107.423,65.7889,24.39
2515,107.423,65.7889,24.39
2516,107.423,65.7889,24.39
2517,107.423,65.7889,24.39
2518,107.423,65.7889,24.39
2519,107.423,65.7889,24.39
2520,107.423,65.7889,24.39
2521,107.423,65.7889,24.39
2522,107.423,65.7889,24.39
2523,107.423,65.7889,24.39
2524,107.423,65.7889,24.39
2525,107.423,65.7889,24.39
2526,107.423,65.7889,24.39
2527,107.423,65.7889,24.39
2528,107.423,65.7889,24.39
2529,107.423,65.7889,24.39
2530,107.423,65.7889,24.39
2531,107.423,65.7889,24.39
2532,107.423,65.7889,24.39
2533,107.423,65.7889,24.39
2534,107.423,65.7889,24.39
2535,107.423,65.7889,24.39
2536,107.423,65.7889,24.39
2537,107.423,65.7889,24.39
2538,107.423,65.7889,24.39
2539,107.423,65.7889,24.39
2540,107.423,65.7889,24.39
2541,107.423,65.7889,24.39
2542,107.423,65.7889,24.39
2543,107.423,65.7889,24.39
2544,107.423,65.7889,24.39
2545,107.423,65.7889,24.39
2546,107.423,65.7889,24.39
2547,107.423,65.7889,24.39
